timestamp,machineId,temperature,vibration,rpm,current,pressure,powerConsumption,health,uptimeSeconds,status,faultType
2026-07-03 22:18:17,M001,50.19,1.4,1501,7.8,4.61,1.79,83,1,NORMAL,NONE
2026-07-03 22:18:21,M002,52.07,2.02,1544,7.2,2.84,1.66,27,1,FAULT,PRESSURE_DROP
2026-07-03 22:18:26,M003,42.16,1.19,1478,8.67,5.59,1.99,97,1,NORMAL,NONE
2026-07-03 22:18:30,M004,43.73,1.77,1517,7.82,4.65,1.8,90,1,NORMAL,NONE
2026-07-03 22:18:34,M005,44.05,1.75,1499,7.88,5.0,1.81,93,1,NORMAL,NONE
2026-07-03 22:18:38,M006,103.43,3.97,1531,10.52,4.21,2.42,42,1,FAULT,OVERHEATING
2026-07-03 22:18:42,M007,67.37,7.12,1476,11.98,4.59,2.75,37,1,FAULT,BEARING_FAILURE
2026-07-03 22:18:46,M008,49.04,1.23,1508,8.22,5.35,1.89,98,1,NORMAL,NONE
2026-07-03 22:18:50,M009,46.51,1.31,1501,8.02,5.07,1.84,94,1,NORMAL,NONE
2026-07-03 22:18:54,M010,46.68,1.51,1527,8.1,4.92,1.86,81,1,NORMAL,NONE
2026-07-03 22:18:59,M001,49.05,1.53,1507,7.81,4.45,1.8,95,2,NORMAL,NONE
2026-07-03 22:19:03,M002,52.44,1.99,1546,7.42,4,1.71,82,2,NORMAL,NONE
2026-07-03 22:19:07,M003,43.23,1.26,1482,8.45,5.51,1.94,84,2,NORMAL,NONE
2026-07-03 22:30:30,M001,60.05,9.48,1560,9.35,5.22,2.15,42,1,FAULT,HIGH_VIBRATION
2026-07-03 22:30:34,M002,44.77,1.75,1476,8.06,4.94,1.85,99,1,NORMAL,NONE
2026-07-03 22:30:39,M003,43.39,1.33,1492,7.86,5.06,1.81,89,1,NORMAL,NONE
2026-07-03 22:30:43,M004,46.77,1.9,1494,8.06,5.12,1.85,83,1,NORMAL,NONE
2026-07-03 22:30:47,M005,46.39,1.41,1506,8.03,4.76,1.85,86,1,NORMAL,NONE
2026-07-03 22:30:51,M006,42.9,1.82,1487,7.66,4.79,1.76,97,1,NORMAL,NONE
2026-07-03 22:30:55,M007,43.43,1.54,1500,7.45,5.39,1.71,93,1,NORMAL,NONE
2026-07-03 22:30:59,M008,46.29,1.47,1470,8.14,4.99,1.87,83,1,NORMAL,NONE
2026-07-03 22:31:03,M009,45.02,1.67,1484,7.66,4.6,1.76,81,1,NORMAL,NONE
2026-07-03 22:31:28,M001,44.24,1.47,1469,8.29,5.02,1.91,99,1,NORMAL,NONE
2026-07-03 22:31:32,M002,49.65,1.5,1499,8.47,4.97,1.95,93,1,NORMAL,NONE
2026-07-03 22:31:36,M003,43.64,1.56,1465,8.34,5.27,1.92,91,1,NORMAL,NONE
2026-07-03 22:31:41,M004,43.61,1.0,1519,7.56,4.73,1.74,95,1,NORMAL,NONE
2026-07-03 22:31:45,M005,49.4,1.39,1474,7.68,4.61,1.77,82,1,NORMAL,NONE
2026-07-03 22:31:49,M006,52.11,1.98,1546,8.85,2.23,2.04,29,1,FAULT,PRESSURE_DROP
2026-07-03 22:31:53,M007,98.89,3.6,1627,10.14,4.01,2.33,40,1,FAULT,OVERHEATING
2026-07-03 22:31:57,M008,44.02,1.51,1505,7.97,5.44,1.83,90,1,NORMAL,NONE
2026-07-03 22:32:01,M009,46.56,1.47,1481,8.31,5.23,1.91,97,1,NORMAL,NONE
2026-07-03 22:32:06,M010,44.52,1.19,1507,7.52,5.12,1.73,86,1,NORMAL,NONE
2026-07-03 22:32:11,M001,45.11,1.54,1469,8.16,5.04,1.88,90,2,NORMAL,NONE
2026-07-03 22:32:15,M002,48.55,1.66,1491,8.37,5.17,1.93,91,2,NORMAL,NONE
2026-07-03 22:32:19,M003,44.58,1.48,1464,8.32,5.4,1.91,99,2,NORMAL,NONE
2026-07-03 22:32:23,M004,44.85,1.0,1526,7.28,4.59,1.67,85,2,NORMAL,NONE
2026-07-03 22:32:27,M005,58.07,2.75,1474,8.59,2.07,1.98,50,2,FAULT,PRESSURE_DROP
2026-07-03 22:32:31,M006,52.98,1.97,1536,8.63,4,1.98,84,2,NORMAL,NONE
2026-07-03 22:32:35,M007,60,2.5,1550,9,4.18,2.07,90,2,NORMAL,NONE
2026-07-03 22:32:40,M008,44.73,1.39,1513,7.97,5.48,1.83,82,2,NORMAL,NONE
2026-07-03 22:32:44,M009,46.09,1.65,1489,8.29,5.43,1.91,81,2,NORMAL,NONE
2026-07-03 22:32:48,M010,80.0,4.4,1673,13.35,4.71,3.07,38,2,FAULT,MOTOR_OVERLOAD
2026-07-03 22:32:53,M001,44.95,1.71,1463,8.42,4.88,1.94,80,3,NORMAL,NONE
2026-07-03 22:32:57,M002,47.48,1.65,1482,8.34,5.01,1.92,87,3,NORMAL,NONE
2026-07-03 22:33:01,M003,44.26,1.51,1464,8.55,5.22,1.97,84,3,NORMAL,NONE
2026-07-03 22:33:05,M004,44.64,1.0,1527,7.12,4.44,1.64,94,3,NORMAL,NONE
2026-07-03 22:33:09,M005,58.54,2.5,1465,8.7,4,2.0,87,3,NORMAL,NONE
2026-07-03 22:33:13,M006,53.58,1.79,1534,8.9,4.04,2.05,81,3,NORMAL,NONE
2026-07-03 22:33:18,M007,58.79,2.5,1547,8.97,4.01,2.06,92,3,NORMAL,NONE
2026-07-03 22:33:22,M008,43.97,1.27,1506,7.72,5.43,1.78,93,3,NORMAL,NONE
2026-07-03 22:33:26,M009,44.85,1.57,1488,8.55,5.58,1.97,80,3,NORMAL,NONE
2026-07-03 22:33:30,M010,60,2.5,1550,9,4.86,2.07,86,3,NORMAL,NONE
2026-07-03 22:33:35,M001,46.0,1.74,1462,8.21,4.88,1.89,87,4,NORMAL,NONE
2026-07-03 22:33:39,M002,83.78,4.19,1793,13.92,5.43,3.2,35,4,FAULT,MOTOR_OVERLOAD
2026-07-03 22:33:43,M003,44.39,1.34,1460,8.52,5.21,1.96,99,4,NORMAL,NONE
2026-07-03 22:33:48,M004,43.75,1.04,1532,7.16,4.54,1.65,81,4,NORMAL,NONE
2026-07-03 22:33:52,M005,50.32,1.84,1472,8.9,1.66,2.05,37,4,FAULT,PRESSURE_DROP
2026-07-03 22:33:56,M006,52.4,1.66,1542,8.64,4.14,1.99,85,4,NORMAL,NONE
2026-07-03 22:34:00,M007,57.44,2.46,1538,9,4.07,2.07,98,4,NORMAL,NONE
2026-07-03 22:34:04,M008,44.02,1.33,1509,7.49,5.36,1.72,96,4,NORMAL,NONE
2026-07-03 22:34:09,M009,45.65,1.75,1489,8.74,5.39,2.01,97,4,NORMAL,NONE
2026-07-03 22:34:13,M010,60,2.43,1545,8.8,4.8,2.02,85,4,NORMAL,NONE
2026-07-03 22:34:19,M001,47.28,1.74,1464,7.92,4.89,1.82,91,5,NORMAL,NONE
2026-07-03 22:34:23,M002,60,2.5,1550,9,5.3,2.07,96,5,NORMAL,NONE
2026-07-03 22:34:27,M003,42.93,1.15,1461,8.78,5.07,2.02,85,5,NORMAL,NONE
2026-07-03 22:34:32,M004,44.58,1.0,1536,7,4.61,1.61,86,5,NORMAL,NONE
2026-07-03 22:34:36,M005,50.16,1.74,1480,8.66,4,1.99,100,5,NORMAL,NONE
2026-07-03 22:34:40,M006,53.2,1.58,1546,8.36,4.11,1.92,86,5,NORMAL,NONE
2026-07-03 22:34:44,M007,58.83,2.33,1540,9,4,2.07,84,5,NORMAL,NONE
2026-07-03 22:34:48,M008,43.52,1.3,1500,7.63,5.48,1.75,95,5,NORMAL,NONE
2026-07-03 22:34:53,M009,79.29,4.44,1750,14.78,4.98,3.4,27,5,FAULT,MOTOR_OVERLOAD
2026-07-03 22:34:57,M010,59.09,2.45,1547,8.85,4.84,2.04,90,5,NORMAL,NONE
2026-07-03 22:35:02,M001,45.92,1.75,1462,7.91,4.72,1.82,100,6,NORMAL,NONE
2026-07-03 22:35:06,M002,58.57,2.35,1540,8.91,5.14,2.05,90,6,NORMAL,NONE
2026-07-03 22:35:10,M003,42.2,1.01,1456,8.59,4.89,1.98,87,6,NORMAL,NONE
2026-07-03 22:35:14,M004,45.54,1.05,1526,7.14,4.63,1.64,80,6,NORMAL,NONE
2026-07-03 22:35:18,M005,48.85,1.6,1475,8.69,4,2.0,86,6,NORMAL,NONE
2026-07-03 22:35:23,M006,53.58,1.61,1540,8.42,4.01,1.94,96,6,NORMAL,NONE
2026-07-03 22:35:27,M007,58.9,2.14,1545,8.88,4.16,2.04,81,6,NORMAL,NONE
2026-07-03 22:35:31,M008,42.5,1.11,1490,7.4,5.57,1.7,86,6,NORMAL,NONE
2026-07-03 22:35:35,M009,60,2.5,1550,9,5.08,2.07,83,6,NORMAL,NONE
2026-07-03 22:35:39,M010,59.68,2.44,1550,9,4.74,2.07,93,6,NORMAL,NONE
2026-07-03 22:35:44,M001,46.33,1.94,1463,7.63,4.59,1.75,90,7,NORMAL,NONE
2026-07-03 22:35:48,M002,87.22,4.7,1675,14.35,5.01,3.3,39,7,FAULT,MOTOR_OVERLOAD
2026-07-03 22:35:52,M003,41.41,1.0,1454,8.49,4.94,1.95,94,7,NORMAL,NONE
2026-07-03 22:35:57,M004,44.92,1.1,1520,7.3,4.69,1.68,92,7,NORMAL,NONE
2026-07-03 22:36:01,M005,48.35,1.43,1475,8.87,4,2.04,100,7,NORMAL,NONE
2026-07-03 22:36:05,M006,54.42,1.72,1538,8.17,4,1.88,100,7,NORMAL,NONE
2026-07-03 22:36:09,M007,58.08,2.25,1538,8.8,4.18,2.02,81,7,NORMAL,NONE
2026-07-03 22:36:13,M008,42.17,1.0,1489,7.48,5.65,1.72,90,7,NORMAL,NONE
2026-07-03 22:36:17,M009,55.85,2.39,1508,8.79,2.0,2.02,51,7,FAULT,PRESSURE_DROP
2026-07-03 22:36:21,M010,60,2.42,1550,8.86,4.59,2.04,97,7,NORMAL,NONE
2026-07-03 22:36:26,M001,49.07,1.87,1498,8.64,1.98,1.99,47,8,FAULT,PRESSURE_DROP
2026-07-03 22:36:30,M002,60,2.5,1550,9,4.86,2.07,87,8,NORMAL,NONE
2026-07-03 22:36:34,M003,91.41,3.67,1671,12.08,4.84,2.78,54,8,FAULT,MOTOR_OVERLOAD
2026-07-03 22:36:38,M004,45.53,1.26,1510,7.17,4.69,1.65,86,8,NORMAL,NONE
2026-07-03 22:36:43,M005,48.17,1.54,1484,9,4.19,2.07,83,8,NORMAL,NONE
2026-07-03 22:36:47,M006,55.12,1.57,1534,8.44,4.13,1.94,94,8,NORMAL,NONE
2026-07-03 22:36:51,M007,78.23,7.58,1484,10.24,4.56,2.36,44,8,FAULT,BEARING_FAILURE
2026-07-03 22:36:55,M008,80.64,3.32,1704,14.61,5.32,3.36,55,8,FAULT,MOTOR_OVERLOAD
2026-07-03 22:36:59,M009,50.35,1.79,1501,7.74,2.25,1.78,21,8,FAULT,PRESSURE_DROP
2026-07-03 22:37:03,M010,58.59,2.3,1550,8.78,4.48,2.02,100,8,NORMAL,NONE
2026-07-03 22:37:08,M001,58.95,1.83,1484,8.37,2.65,1.93,47,9,FAULT,PRESSURE_DROP
2026-07-03 22:37:12,M002,60,2.5,1541,9,4.73,2.07,95,9,NORMAL,NONE
2026-07-03 22:37:16,M003,60,2.5,1550,9,5.03,2.07,88,9,NORMAL,NONE
2026-07-03 22:37:20,M004,46.94,1.25,1518,7,4.58,1.61,95,9,NORMAL,NONE
2026-07-03 22:37:25,M005,48.83,1.68,1474,9,4.33,2.07,94,9,NORMAL,NONE
2026-07-03 22:37:29,M006,49.05,2.62,1506,8.64,2.52,1.99,49,9,FAULT,PRESSURE_DROP
2026-07-03 22:37:33,M007,60,2.5,1479,9,4.44,2.07,92,9,NORMAL,NONE
2026-07-03 22:37:37,M008,60,2.5,1550,9,5.13,2.07,84,9,NORMAL,NONE
2026-07-03 22:37:41,M009,51.03,1.92,1508,7.45,4,1.71,85,9,NORMAL,NONE
2026-07-03 22:37:45,M010,59.64,2.31,1541,9,4.35,2.07,97,9,NORMAL,NONE
2026-07-03 22:37:50,M001,57.52,1.88,1481,8.2,4,1.89,85,10,NORMAL,NONE
2026-07-03 22:37:54,M002,59.76,2.5,1544,9,4.6,2.07,97,10,NORMAL,NONE
2026-07-03 22:37:58,M003,59.74,2.46,1550,9,5.22,2.07,89,10,NORMAL,NONE
2026-07-03 22:38:02,M004,48.11,1.44,1517,7,4.64,1.61,80,10,NORMAL,NONE
2026-07-03 22:38:06,M005,49.73,1.75,1481,9,4.29,2.07,88,10,NORMAL,NONE
2026-07-03 22:38:11,M006,47.94,2.5,1512,8.89,4,2.04,96,10,NORMAL,NONE
2026-07-03 22:38:15,M007,59.07,2.5,1472,9,4.33,2.07,94,10,NORMAL,NONE
2026-07-03 22:38:19,M008,60,2.5,1550,8.83,5.09,2.03,86,10,NORMAL,NONE
2026-07-03 22:38:23,M009,50.52,1.76,1502,7.52,4,1.73,86,10,NORMAL,NONE
2026-07-03 22:38:27,M010,59.17,2.41,1533,8.95,4.48,2.06,92,10,NORMAL,NONE
2026-07-03 22:38:32,M001,56.31,1.9,1488,8.44,4,1.94,83,11,NORMAL,NONE
2026-07-03 22:38:36,M002,55.0,2.89,1452,7.16,2.0,1.65,21,11,FAULT,PRESSURE_DROP
2026-07-03 22:38:40,M003,58.8,2.5,1547,8.91,5.06,2.05,88,11,NORMAL,NONE
2026-07-03 22:38:44,M004,49.37,1.61,1517,7,4.5,1.61,89,11,NORMAL,NONE
2026-07-03 22:38:48,M005,48.93,1.73,1474,9,4.3,2.07,82,11,NORMAL,NONE
2026-07-03 22:38:53,M006,73.61,6.87,1497,10.54,4.25,2.42,42,11,FAULT,BEARING_FAILURE
2026-07-03 22:38:57,M007,60,2.36,1478,9,4.49,2.07,92,11,NORMAL,NONE
2026-07-03 22:39:01,M008,58.91,2.47,1550,8.83,5.2,2.03,85,11,NORMAL,NONE
2026-07-03 22:39:05,M009,49.28,1.96,1509,7.69,4,1.77,91,11,NORMAL,NONE
2026-07-03 22:39:09,M010,59.75,2.42,1529,8.99,4.41,2.07,100,11,NORMAL,NONE
2026-07-03 22:39:14,M001,55.88,1.88,1495,8.23,4,1.89,90,12,NORMAL,NONE
2026-07-03 22:39:18,M002,62.26,9.43,1554,10.32,4.83,2.37,20,12,FAULT,HIGH_VIBRATION
2026-07-03 22:39:22,M003,59.42,2.5,1550,8.69,4.95,2.0,97,12,NORMAL,NONE
2026-07-03 22:39:26,M004,48.72,1.8,1511,7.27,4.31,1.67,96,12,NORMAL,NONE
2026-07-03 22:39:30,M005,93.88,4.14,1635,14.07,4.99,3.24,38,12,FAULT,MOTOR_OVERLOAD
2026-07-03 22:39:34,M006,60,2.5,1506,9,4.15,2.07,81,12,NORMAL,NONE
2026-07-03 22:39:39,M007,95.88,3.33,1594,9.85,4.65,2.27,28,12,FAULT,OVERHEATING
2026-07-03 22:39:43,M008,58.13,2.4,1547,9,5.06,2.07,83,12,NORMAL,NONE
2026-07-03 22:39:47,M009,49.64,1.82,1503,7.92,4.1,1.82,95,12,NORMAL,NONE
2026-07-03 22:39:51,M010,81.46,3.43,1647,14.29,4.73,3.29,37,12,FAULT,MOTOR_OVERLOAD
2026-07-03 22:39:56,M001,57.08,1.82,1489,8.37,4.02,1.93,89,13,NORMAL,NONE
2026-07-03 22:40:00,M002,60,2.5,1550,9,4.86,2.07,92,13,NORMAL,NONE
2026-07-03 22:40:04,M003,58.0,2.5,1550,8.46,4.87,1.95,86,13,NORMAL,NONE
2026-07-03 22:40:08,M004,59.04,1.68,1532,8.42,1.53,1.94,36,13,FAULT,PRESSURE_DROP
2026-07-03 22:40:12,M005,60,2.5,1550,9,4.93,2.07,92,13,NORMAL,NONE
2026-07-03 22:40:16,M006,60,2.42,1506,9,4.08,2.07,84,13,NORMAL,NONE
2026-07-03 22:40:21,M007,60,2.5,1550,9,4.56,2.07,84,13,NORMAL,NONE
2026-07-03 22:40:25,M008,59.5,2.39,1550,8.76,5.25,2.01,93,13,NORMAL,NONE
2026-07-03 22:40:29,M009,50.68,1.76,1501,7.97,4,1.83,82,13,NORMAL,NONE
2026-07-03 22:40:33,M010,60,2.5,1550,9,4.86,2.07,95,13,NORMAL,NONE
2026-07-03 22:40:38,M001,56.53,1.74,1487,8.65,4.14,1.99,100,14,NORMAL,NONE
2026-07-03 22:40:42,M002,59.17,2.44,1541,8.85,4.87,2.04,91,14,NORMAL,NONE
2026-07-03 22:40:46,M003,56.96,2.5,1550,8.66,4.84,1.99,86,14,NORMAL,NONE
2026-07-03 22:40:50,M004,57.81,1.63,1533,8.43,4,1.94,93,14,NORMAL,NONE
2026-07-03 22:40:54,M005,58.86,2.36,1550,8.92,5.03,2.05,84,14,NORMAL,NONE
2026-07-03 22:40:58,M006,59.12,2.5,1504,8.71,4.02,2.0,84,14,NORMAL,NONE
2026-07-03 22:41:02,M007,60,2.5,1550,9,4.44,2.07,96,14,NORMAL,NONE
2026-07-03 22:41:07,M008,60,2.45,1547,8.51,5.28,1.96,96,14,NORMAL,NONE
2026-07-03 22:41:11,M009,50.13,1.81,1496,7.95,4.06,1.83,99,14,NORMAL,NONE
2026-07-03 22:41:15,M010,59.75,2.5,1541,9,4.75,2.07,100,14,NORMAL,NONE
2026-07-03 22:41:20,M001,56.49,1.74,1496,8.35,4.22,1.92,85,15,NORMAL,NONE
2026-07-03 22:41:24,M002,58.52,2.35,1537,8.84,4.78,2.03,82,15,NORMAL,NONE
2026-07-03 22:41:28,M003,55.85,2.5,1550,8.69,5.02,2.0,88,15,NORMAL,NONE
2026-07-03 22:41:32,M004,57.24,1.71,1541,8.21,4,1.89,80,15,NORMAL,NONE
2026-07-03 22:41:36,M005,57.65,2.27,1550,9,5.06,2.07,100,15,NORMAL,NONE
2026-07-03 22:41:40,M006,59.13,2.5,1510,8.65,4,1.99,88,15,NORMAL,NONE
2026-07-03 22:41:44,M007,59.46,2.5,1550,8.81,4.42,2.03,89,15,NORMAL,NONE
2026-07-03 22:41:48,M008,60,2.46,1548,8.51,5.27,1.96,93,15,NORMAL,NONE
2026-07-03 22:41:53,M009,49.31,1.68,1502,8.13,4.04,1.87,100,15,NORMAL,NONE
2026-07-03 22:41:57,M010,59.24,2.5,1542,9,4.6,2.07,100,15,NORMAL,NONE
2026-07-03 22:42:02,M001,56.38,1.8,1496,8.59,4.35,1.98,91,16,NORMAL,NONE
2026-07-03 22:42:06,M002,59.85,2.34,1532,9,4.6,2.07,92,16,NORMAL,NONE
2026-07-03 22:42:10,M003,56.01,2.5,1543,8.9,4.9,2.05,87,16,NORMAL,NONE
2026-07-03 22:42:14,M004,57.88,1.9,1547,8.17,4.08,1.88,85,16,NORMAL,NONE
2026-07-03 22:42:18,M005,57.27,2.25,1550,9,5.13,2.07,82,16,NORMAL,NONE
2026-07-03 22:42:22,M006,58.2,2.5,1500,8.44,4.11,1.94,94,16,NORMAL,NONE
2026-07-03 22:42:26,M007,59.91,2.5,1543,8.59,4.54,1.98,99,16,NORMAL,NONE
2026-07-03 22:42:30,M008,60,2.5,1550,8.72,5.25,2.01,91,16,NORMAL,NONE
2026-07-03 22:42:34,M009,50.04,1.51,1501,8.08,4,1.86,82,16,NORMAL,NONE
2026-07-03 22:42:38,M010,57.89,2.32,1547,9,4.6,2.07,86,16,NORMAL,NONE
2026-07-03 22:42:44,M001,57.4,1.9,1503,8.29,4.53,1.91,89,17,NORMAL,NONE
2026-07-03 22:42:48,M002,56.49,1.52,1527,8.15,2.51,1.87,53,17,FAULT,PRESSURE_DROP
2026-07-03 22:42:52,M003,101.05,3.81,1612,10.06,4.99,2.31,39,17,FAULT,OVERHEATING
2026-07-03 22:42:56,M004,57.0,2.05,1550,8.31,4.08,1.91,87,17,NORMAL,NONE
2026-07-03 22:43:00,M005,58.51,2.35,1550,8.72,5.21,2.01,97,17,NORMAL,NONE
2026-07-03 22:43:04,M006,58.03,2.37,1494,8.5,4.01,1.96,87,17,NORMAL,NONE
2026-07-03 22:43:08,M007,60.0,2.45,1544,8.3,4.66,1.91,99,17,NORMAL,NONE
2026-07-03 22:43:12,M008,60,2.5,1550,8.63,5.1,1.98,100,17,NORMAL,NONE
2026-07-03 22:43:16,M009,87.76,3.51,1533,10.46,4.39,2.41,20,17,FAULT,OVERHEATING
2026-07-03 22:43:21,M010,77.6,4.08,1746,14.01,4.89,3.22,25,17,FAULT,MOTOR_OVERLOAD
2026-07-03 22:43:26,M001,62.22,7.21,1645,10.87,4.63,2.5,37,18,FAULT,HIGH_VIBRATION
2026-07-03 22:43:30,M002,56.17,1.47,1521,8.09,4,1.86,89,18,NORMAL,NONE
2026-07-03 22:43:34,M003,60,2.5,1550,9,5.17,2.07,83,18,NORMAL,NONE
2026-07-03 22:43:38,M004,57.27,2.19,1550,8.34,4.17,1.92,97,18,NORMAL,NONE
2026-07-03 22:43:42,M005,57.13,2.26,1549,8.44,5.25,1.94,80,18,NORMAL,NONE
2026-07-03 22:43:46,M006,59.4,2.38,1485,8.65,4,1.99,86,18,NORMAL,NONE
2026-07-03 22:43:50,M007,59.3,2.34,1543,8.22,4.72,1.89,95,18,NORMAL,NONE
2026-07-03 22:43:54,M008,78.05,7.78,1429,11.88,4.59,2.73,48,18,FAULT,BEARING_FAILURE
2026-07-03 22:43:58,M009,60,2.5,1540,9,4.22,2.07,84,18,NORMAL,NONE
2026-07-03 22:44:03,M010,60,2.5,1550,9,4.9,2.07,100,18,NORMAL,NONE
2026-07-03 22:44:08,M001,60,2.5,1550,9,4.49,2.07,100,19,NORMAL,NONE
2026-07-03 22:44:12,M002,54.99,1.31,1516,8.19,4.16,1.88,85,19,NORMAL,NONE
2026-07-03 22:44:16,M003,60,2.33,1550,9,4.98,2.07,90,19,NORMAL,NONE
2026-07-03 22:44:20,M004,57.38,2.03,1550,8.16,4.04,1.88,80,19,NORMAL,NONE
2026-07-03 22:44:24,M005,58.44,2.37,1550,8.28,5.21,1.9,87,19,NORMAL,NONE
2026-07-03 22:44:28,M006,59.37,2.18,1486,8.57,4,1.97,95,19,NORMAL,NONE
2026-07-03 22:44:32,M007,60,2.21,1539,8.37,4.53,1.93,90,19,NORMAL,NONE
2026-07-03 22:44:36,M008,58.11,1.69,1466,8.14,1.64,1.87,35,19,FAULT,PRESSURE_DROP
2026-07-03 22:44:40,M009,88.03,2.52,1647,9.87,4.94,2.27,50,19,FAULT,OVERHEATING
2026-07-03 22:44:45,M010,60,2.36,1550,9,4.95,2.07,93,19,NORMAL,NONE
2026-07-03 22:44:50,M001,60,2.36,1542,9,4.36,2.07,91,20,NORMAL,NONE
2026-07-03 22:44:54,M002,55.86,1.21,1507,8.46,4.02,1.95,97,20,NORMAL,NONE
2026-07-03 22:44:58,M003,60,2.33,1550,8.7,5.17,2.0,90,20,NORMAL,NONE
2026-07-03 22:45:02,M004,58.2,1.94,1550,7.89,4.12,1.81,99,20,NORMAL,NONE
2026-07-03 22:45:06,M005,59.5,2.41,1550,8.03,5.3,1.85,80,20,NORMAL,NONE
2026-07-03 22:45:10,M006,59.26,2.35,1481,8.38,4.07,1.93,94,20,NORMAL,NONE
2026-07-03 22:45:14,M007,58.98,2.26,1529,8.11,4.61,1.87,97,20,NORMAL,NONE
2026-07-03 22:45:18,M008,56.62,1.57,1467,8.02,4,1.84,97,20,NORMAL,NONE
2026-07-03 22:45:22,M009,60,2.5,1550,9,4.99,2.07,91,20,NORMAL,NONE
2026-07-03 22:45:27,M010,54.9,2.2,1497,7.94,2.96,1.83,39,20,FAULT,PRESSURE_DROP
2026-07-03 22:45:32,M001,59.9,2.41,1547,9,4.55,2.07,80,21,NORMAL,NONE
2026-07-03 22:45:36,M002,55.52,1.32,1504,8.37,4,1.93,84,21,NORMAL,NONE
2026-07-03 22:45:40,M003,59.95,2.17,1550,8.84,5.31,2.03,97,21,NORMAL,NONE
2026-07-03 22:45:44,M004,58.43,1.75,1550,8.05,4.02,1.85,88,21,NORMAL,NONE
2026-07-03 22:45:48,M005,59.92,2.28,1550,7.85,5.25,1.81,81,21,NORMAL,NONE
2026-07-03 22:45:52,M006,60,2.3,1477,8.52,4,1.96,94,21,NORMAL,NONE
2026-07-03 22:45:56,M007,59.8,2.2,1536,7.99,4.69,1.84,100,21,NORMAL,NONE
2026-07-03 22:46:00,M008,57.17,1.45,1460,8.05,4,1.85,92,21,NORMAL,NONE
2026-07-03 22:46:04,M009,60,2.43,1546,8.94,4.91,2.06,84,21,NORMAL,NONE
2026-07-03 22:46:08,M010,54.63,2.17,1493,7.88,4,1.81,86,21,NORMAL,NONE
2026-07-03 22:46:14,M001,58.5,2.46,1550,8.87,4.71,2.04,81,22,NORMAL,NONE
2026-07-03 22:46:18,M002,98.74,3.2,1609,10.33,4.52,2.38,24,22,FAULT,OVERHEATING
2026-07-03 22:46:22,M003,60,2.25,1550,8.6,5.17,1.98,97,22,NORMAL,NONE
2026-07-03 22:46:26,M004,58.26,1.6,1550,8.33,4.1,1.92,99,22,NORMAL,NONE
2026-07-03 22:46:30,M005,60,2.24,1543,7.6,5.39,1.75,80,22,NORMAL,NONE
2026-07-03 22:46:34,M006,73.73,9.51,1693,9.09,4.8,2.09,33,22,FAULT,HIGH_VIBRATION
2026-07-03 22:46:38,M007,60.58,8.01,1660,10.77,5.26,2.48,42,22,FAULT,HIGH_VIBRATION
2026-07-03 22:46:42,M008,57.57,1.61,1450,8.22,4,1.89,98,22,NORMAL,NONE
2026-07-03 22:46:47,M009,60,2.29,1550,9,4.73,2.07,100,22,NORMAL,NONE
2026-07-03 22:46:51,M010,55.99,2.16,1494,7.94,4.03,1.83,98,22,NORMAL,NONE
2026-07-03 22:46:56,M001,58.2,2.3,1550,8.92,4.81,2.05,91,23,NORMAL,NONE
2026-07-03 22:47:00,M002,60,2.5,1550,9,4.57,2.07,94,23,NORMAL,NONE
